nces,ben,ffl_name,sites,nces_name,nces_schools,latitude,longitude,buildings_lt1_5,buildings_1_5to3,buildings_3to10,buildings_10to25,buildings_25to50,buildings_50to100,buildings_gt100,min_sites_schools,pct_sites_accounted_for ,nces_over_ffl_sites,data_quality_score,capped_buildings_gt50,pct_bldgs_gt50,pct_bldgs_gt50_alt,bldgs_gt50_alt,pct_bldgs_gt50_alt_label
2900030,,,,DEPARTMENT OF CORRECTIONS,20,38.592984,-92.223821,,,,,,,,20,,,4,0,,,,NA
2900031,,,,KIPP: ENDEAVOR ACADEMY,1,39.090836,-94.550727,,,,,,,,1,,,4,0,,,,NA
2900574,,,,LIFT FOR LIFE ACADEMY,1,38.608233,-90.200217,,,,,,,,1,,,4,0,,,,NA
2900576,,,,ST. LOUIS CHARTER SCHOOL,1,38.600797,-90.279909,,,,,,,,1,,,4,0,,,,NA
2900578,,,,IMAGINE REN ACAD ENV SCI & MA,2,39.090702,-94.524077,,,,,,,,2,,,4,0,,,,NA
2900580,,,,IMAGINE ACADEMY OF CAREERS,3,38.585917,-90.220688,,,,,,,,3,,,4,0,,,,NA
2900581,,,,IMAGINE ACAD. ACADEMIC SUCCESS,2,38.676588,-90.209654,,,,,,,,2,,,4,0,,,,NA
2900582,,,,IMAGINE ACADEMY ES AND MATH,1,38.626278,-90.240757,,,,,,,,1,,,4,0,,,,NA
2900585,,,,CITY GARDEN MONTESSORI,1,38.613504,-90.24298,,,,,,,,1,,,4,0,,,,NA
2900586,,,,ST LOUIS LANG IMMERSION SCHOOL,2,38.629586,-90.249746,,,,,,,,2,,,4,0,,,,NA
2900587,,,,PATHWAY ACADEMY,2,38.9965,-94.563656,,,,,,,,2,,,4,0,,,,NA
2900589,,,,NORTH SIDE COMMUNITY SCHOOL,1,38.671853,-90.251656,,,,,,,,1,,,4,0,,,,NA
2900590,,,,FRONTIER SCHOOL OF INNOVATION,1,39.135563,-94.503096,,,,,,,,1,,,4,0,,,,NA
2900592,,,,GATEWAY SCIENCE ACAD/ST LOUIS,1,38.606942,-90.302479,,,,,,,,1,,,4,0,,,,NA
2900593,,,,DELASALLE CHARTER SCHOOL,1,39.058857,-94.570749,,,,,,,,1,,,4,0,,,,NA
2900594,,,,CARONDELET LEADERSHIP ACADEMY,1,38.548882,-90.261151,,,,,,,,1,,,4,0,,,,NA
2900595,,,,GRAND CENTER ARTS ACADEMY,1,38.639401,-90.231305,,,,,,,,1,,,4,0,,,,NA
2900596,,,,SHEARWATER EDUCATION FOUNDATN,1,38.653288,-90.250138,,,,,,,,1,,,4,0,,,,NA
2903040,,,,ALTENBURG 48,1,37.629081,-89.592186,,,,,,,,1,,,4,0,,,,NA
2903200,,,,ARCHIE R-V,2,38.483421,-94.356171,,,,,,,,2,,,4,0,,,,NA
2904590,,,,BELLEVIEW R-III,1,37.68122,-90.93294,,,,,,,,1,,,4,0,,,,NA
2905070,,,,BILLINGS R-IV,2,37.061152,-93.554993,,,,,,,,2,,,4,0,,,,NA
2905190,,,,BLACKWATER R-II,1,38.98212,-92.9933,,,,,,,,1,,,4,0,,,,NA
2905400,,,,BONCL R-X,1,39.379635,-91.032425,,,,,,,,1,,,4,0,,,,NA
2906090,,,,BUCKLIN R-II,2,39.897567,-92.858383,,,,,,,,2,,,4,0,,,,NA
2906150,,,,COOPER CO. R-IV,2,38.785105,-92.652137,,,,,,,,2,,,4,0,,,,NA
2906450,,,,CAINSVILLE R-I,2,40.438978,-93.773955,,,,,,,,2,,,4,0,,,,NA
2906540,,,,CALLAO C-8,1,39.764027,-92.626449,,,,,,,,1,,,4,0,,,,NA
2908340,,,,CENTERVILLE R-I,1,37.4338,-90.9586,,,,,,,,1,,,4,0,,,,NA
2908400,,,,CENTRALIA R-VI,4,39.20346,-92.13413,,,,,,,,4,,,4,0,,,,NA
2908790,,,,LIVINGSTON CO. R-III,1,39.920082,-93.482061,,,,,,,,1,,,4,0,,,,NA
2909090,,,,CLARKSBURG C-2,1,38.656813,-92.668624,,,,,,,,1,,,4,0,,,,NA
2909930,,,,BLAIR OAKS R-II,3,38.492955,-92.173537,,,,,,,,3,,,4,0,,,,NA
2910080,,,,CONCORDIA R-II,2,38.978006,-93.571516,,,,,,,,2,,,4,0,,,,NA
2910380,,,,CRYSTAL CITY 47,2,38.230563,-90.378319,,,,,,,,2,,,4,0,,,,NA
2910650,,,,NORTH WOOD R-IV,1,37.6795,-91.51,,,,,,,,1,,,4,0,,,,NA
2910800,,,,DIAMOND R-IV,3,36.991852,-94.314912,,,,,,,,3,,,4,0,,,,NA
2910950,,,,DORA R-III,2,36.76292,-92.222211,,,,,,,,2,,,4,0,,,,NA
2911040,,,,PLAINVIEW R-VIII,1,36.850663,-92.807148,,,,,,,,1,,,4,0,,,,NA
2911400,,,,ELSBERRY R-II,3,39.162291,-90.794206,,,,,,,,3,,,4,0,,,,NA
2911850,,,,FAIRVIEW R-XI,1,36.723078,-91.908059,,,,,,,,1,,,4,0,,,,NA
2911940,,,,MID-BUCHANAN CO. R-V,2,39.631976,-94.818188,,,,,,,,2,,,4,0,,,,NA
2912450,,,,SPRING BLUFF R-XV,1,38.289172,-91.234683,,,,,,,,1,,,4,0,,,,NA
2912510,,,,FRANKLIN CO. R-II,1,38.576889,-91.281992,,,,,,,,1,,,4,0,,,,NA
2912690,,,,GRUNDY CO. R-V,2,40.127047,-93.388466,,,,,,,,2,,,4,0,,,,NA
2912720,,,,GASCONADE C-4,1,37.625092,-92.443826,,,,,,,,1,,,4,0,,,,NA
2912870,,,,GILMAN CITY R-IV,2,40.135396,-93.872687,,,,,,,,2,,,4,0,,,,NA
2913020,,,,GORIN R-III,1,40.359,-91.957013,,,,,,,,1,,,4,0,,,,NA
2913260,,,,GREEN FOREST R-II,1,37.6167,-91.6094,,,,,,,,1,,,4,0,,,,NA
2913440,,,,PLEASANT VIEW R-VI,1,40.046515,-93.57581,,,,,,,,1,,,4,0,,,,NA
2913680,,,,HARDIN-CENTRAL C-2,2,39.272776,-93.83598,,,,,,,,2,,,4,0,,,,NA
2913760,,,,HARRISONVILLE R-IX,7,38.652514,-94.347964,,,,,,,,7,,,4,0,,,,NA
2914460,,,,HOLCOMB R-III,2,36.403322,-90.025538,,,,,,,,2,,,4,0,,,,NA
2915210,,,,HOWELL VALLEY R-I,1,36.712092,-91.816147,,,,,,,,1,,,4,0,,,,NA
2915240,,,,HUDSON R-IX,1,38.190408,-94.034524,,,,,,,,1,,,4,0,,,,NA
2915270,,,,PETTIS CO. R-V,2,38.842833,-93.292912,,,,,,,,2,,,4,0,,,,NA
2916450,,,,KEARNEY R-I,7,39.36413,-94.360889,,,,,,,,7,,,4,0,,,,NA
2917000,,,,LACLEDE CO. C-5,1,37.6719,-92.7438,,,,,,,,1,,,4,0,,,,NA
2917910,,,,LAREDO R-VII,1,40.025799,-93.44853,,,,,,,,1,,,4,0,,,,NA
2918300,,,,LEE'S SUMMIT R-VII,27,38.930448,-94.374139,,,,,,,,27,,,4,0,,,,NA
2918330,,,,LEESVILLE R-IX,1,38.318648,-93.609169,,,,,,,,1,,,4,0,,,,NA
2918420,,,,LEOPOLD R-III,2,37.258275,-89.925409,,,,,,,,2,,,4,0,,,,NA
2919920,,,,MALTA BEND R-V,2,39.191439,-93.363439,,,,,,,,2,,,4,0,,,,NA
2920340,,,,MARK TWAIN R-VIII,1,36.593823,-92.846698,,,,,,,,1,,,4,0,,,,NA
2920370,,,,MARQUAND-ZION R-VI,2,37.429618,-90.167093,,,,,,,,2,,,4,0,,,,NA
2920820,,,,MIAMI R-I,2,38.255075,-94.588579,,,,,,,,2,,,4,0,,,,NA
2920880,,,,MIDDLE GROVE C-1,1,39.394793,-92.279056,,,,,,,,1,,,4,0,,,,NA
2920940,,,,MILAN C-2,3,40.199461,-93.1255,,,,,,,,3,,,4,0,,,,NA
2921030,,,,MIRABILE C-1,1,39.538773,-93.981375,,,,,,,,1,,,4,0,,,,NA
2921060,,,,MISSOURI CITY 56,1,39.2412,-94.2881,,,,,,,,1,,,4,0,,,,NA
2921150,,,,HIGH POINT R-III,1,38.4858,-92.585,,,,,,,,1,,,4,0,,,,NA
2921960,,,,NEW HAVEN,3,38.600639,-91.22538,,,,,,,,3,,,4,0,,,,NA
2922110,,,,NEW YORK R-IV,1,39.68495,-93.925261,,,,,,,,1,,,4,0,,,,NA
2922710,,,,NORTH ANDREW CO. R-VI,3,40.044035,-94.818891,,,,,,,,3,,,4,0,,,,NA
2923040,,,,OAK HILL R-I,1,37.6393,-91.5337,,,,,,,,1,,,4,0,,,,NA
2923190,,,,SOUTH HOLT CO. R-I,2,39.985898,-95.138067,,,,,,,,2,,,4,0,,,,NA
2923370,,,,THORNFIELD R-I,1,36.709639,-92.652264,,,,,,,,1,,,4,0,,,,NA
2923760,,,,NORTH PEMISCOT CO. R-I,2,36.351087,-89.822375,,,,,,,,2,,,4,0,,,,NA
2924690,,,,PETTIS CO. R-XII,1,38.750738,-93.335685,,,,,,,,1,,,4,0,,,,NA
2925080,,,,PHELPS CO. R-III,1,37.717698,-91.889596,,,,,,,,1,,,4,0,,,,NA
2925170,,,,PILOT GROVE C-4,3,38.874784,-92.908032,,,,,,,,3,,,4,0,,,,NA
2925620,,,,PURDY R-II,3,36.81728,-93.920297,,,,,,,,3,,,4,0,,,,NA
2926040,,,,RAYMONDVILLE R-VII,1,37.339787,-91.83808,,,,,,,,1,,,4,0,,,,NA
2926190,,,,RENICK R-V,1,39.343112,-92.412603,,,,,,,,1,,,4,0,,,,NA
2926260,,,,REVERE C-3,1,40.496371,-91.679319,,,,,,,,1,,,4,0,,,,NA
2926310,,,,RICH HILL R-IV,2,38.102411,-94.366259,,,,,,,,2,,,4,0,,,,NA
2926610,,,,RISCO R-II,2,36.55305,-89.823451,,,,,,,,2,,,4,0,,,,NA
2926760,,,,SPECL. SCH. DST. ST. LOUIS CO.,10,38.631033,-90.441146,,,,,,,,10,,,4,0,,,,NA
2927900,,,,SENECA R-VII,4,36.839737,-94.607058,,,,,,,,4,,,4,0,,,,NA
2928430,,,,SOUTH CALLAWAY CO. R-II,4,38.687053,-91.889324,,,,,,,,4,,,4,0,,,,NA
2928470,,,,SOUTH IRON CO. R-I,2,37.35988,-90.699145,,,,,,,,2,,,4,0,,,,NA
2928770,,,,SPICKARD R-II,1,40.2435,-93.593825,,,,,,,,1,,,4,0,,,,NA
2928920,,,,ST. CHARLES R-VI,10,38.786107,-90.486935,,,,,,,,10,,,4,0,,,,NA
2929130,,,,ST. ELIZABETH R-IV,2,38.255354,-92.267342,,,,,,,,2,,,4,0,,,,NA
2929470,,,,STET R-XV,2,39.429873,-93.777897,,,,,,,,2,,,4,0,,,,NA
2929490,,,,STEWARTSVILLE C-2,2,39.754028,-94.501556,,,,,,,,2,,,4,0,,,,NA
2929850,,,,SWEDEBORG R-III,1,37.907938,-92.330654,,,,,,,,1,,,4,0,,,,NA
2930520,,,,TWIN RIVERS R-X,3,36.676141,-90.242362,,,,,,,,3,,,4,0,,,,NA
2930870,,,,MARIES CO. R-I,2,38.186352,-91.942215,,,,,,,,2,,,4,0,,,,NA
2931950,,,,WHEATON R-III,2,36.762996,-94.050759,,,,,,,,2,,,4,0,,,,NA
2932250,,,,WINSTON R-VI,2,39.87129,-94.14406,,,,,,,,2,,,4,0,,,,NA
3000001,,,,CHOUTEAU CO JOINT SERVICE,0,47.817738,-110.670663,,,,,,,,0,,,4,0,,,,NA
3000004,,,,MOUNTAIN VIEW ELEM,1,48.683344,-112.581949,,,,,,,,1,,,4,0,,,,NA
3000007,,,,SOUTH STACEY ELEM,1,45.6987,-105.8885,,,,,,,,1,,,4,0,,,,NA
3000008,,,,ASHLAND ELEM,2,45.595137,-106.271451,,,,,,,,2,,,4,0,,,,NA
3000009,,,,BEAVERHEAD,0,45.215873,-112.634704,,,,,,,,0,,,4,0,,,,NA
3000010,,,,BIG HORN,0,45.7315,-107.6085,,,,,,,,0,,,4,0,,,,NA
3000011,,,,BLAINE,0,48.5914,-109.2294,,,,,,,,0,,,4,0,,,,NA
3000012,,,,BEAR PAW COOPERATIVE,0,48.5906,-109.2295,,,,,,,,0,,,4,0,,,,NA
3000013,,,,BROADWATER,0,46.321704,-111.513804,,,,,,,,0,,,4,0,,,,NA
3000014,,,,CARBON,0,45.1827,-109.2492,,,,,,,,0,,,4,0,,,,NA
3000015,,,,CARTER,0,45.8887,-104.5486,,,,,,,,0,,,4,0,,,,NA
3000016,,,,CASCADE,0,47.50758,-111.302091,,,,,,,,0,,,4,0,,,,NA
3000017,,,,NORTH CTRL LEARN RES CTR,0,47.507451,-111.279815,,,,,,,,0,,,4,0,,,,NA
3000018,,,,CHOUTEAU,0,47.58417,-110.796853,,,,,,,,0,,,4,0,,,,NA
3000019,,,,CUSTER,0,46.407619,-105.845558,,,,,,,,0,,,4,0,,,,NA
3000020,,,,BIG COUNTRY COOP,0,46.408448,-105.823659,,,,,,,,0,,,4,0,,,,NA
3000021,,,,DANIELS,0,48.791262,-105.420413,,,,,,,,0,,,4,0,,,,NA
3000022,,,,SHERIDAN/DANIELS COOP,0,48.777282,-104.553933,,,,,,,,0,,,4,0,,,,NA
3000023,,,,DAWSON,0,47.104987,-104.715042,,,,,,,,0,,,4,0,,,,NA
3000024,,,,PRAIRIE VIEW COOP,0,47.102007,-104.767669,,,,,,,,0,,,4,0,,,,NA
3000025,,,,DEER LODGE,0,46.1242,-112.9544,,,,,,,,0,,,4,0,,,,NA
3000026,,,,FALLON,0,46.3566,-104.28,,,,,,,,0,,,4,0,,,,NA
3000028,,,,FERGUS,0,47.062554,-109.430373,,,,,,,,0,,,4,0,,,,NA
3000029,,,,CENTRAL MT LEARN RES CTR,0,47.062078,-109.429289,,,,,,,,0,,,4,0,,,,NA
3000030,,,,FLATHEAD,0,48.190779,-114.311236,,,,,,,,0,,,4,0,,,,NA
3000031,,,,FLATHEAD COUNTY COOP,0,48.194965,-114.315606,,,,,,,,0,,,4,0,,,,NA
3000033,,,,GALLATIN/MADISON COOP,0,45.7696,-111.1645,,,,,,,,0,,,4,0,,,,NA
3000034,,,,GARFIELD,0,47.3185,-106.9068,,,,,,,,0,,,4,0,,,,NA
3000035,,,,GLACIER,0,48.630134,-112.32055,,,,,,,,0,,,4,0,,,,NA
3000036,,,,GOLDEN VALLEY,0,46.299,-109.2578,,,,,,,,0,,,4,0,,,,NA
3000037,,,,GRANITE,0,46.329,-113.2958,,,,,,,,0,,,4,0,,,,NA
3000038,,,,HILL,0,48.550435,-109.678609,,,,,,,,0,,,4,0,,,,NA
3000039,,,,JEFFERSON,0,45.8695,-111.9529,,,,,,,,0,,,4,0,,,,NA
3000041,,,,JUDITH BASIN,0,47.1493,-110.2185,,,,,,,,0,,,4,0,,,,NA
3000042,,,,LAKE,0,47.692268,-114.161725,,,,,,,,0,,,4,0,,,,NA
3000044,,,,LEWIS & CLARK,0,46.589876,-112.040231,,,,,,,,0,,,4,0,,,,NA
3000045,,,,PRICKLY PEAR COOP,0,46.595196,-111.893765,,,,,,,,0,,,4,0,,,,NA
3000046,,,,LIBERTY,0,48.5125,-110.9645,,,,,,,,0,,,4,0,,,,NA
3000047,,,,LINCOLN,0,48.391569,-115.553441,,,,,,,,0,,,4,0,,,,NA
3000048,,,,MADISON,0,45.2938,-111.9389,,,,,,,,0,,,4,0,,,,NA
3000049,,,,MCCONE,0,47.4167,-105.5915,,,,,,,,0,,,4,0,,,,NA
3000050,,,,MEAGHER,0,46.5482,-110.9037,,,,,,,,0,,,4,0,,,,NA
3000051,,,,MINERAL,0,47.005514,-114.487167,,,,,,,,0,,,4,0,,,,NA
3000053,,,,MISSOULA AREA EDUCATION COOP,0,46.901364,-114.035394,,,,,,,,0,,,4,0,,,,NA
3000054,,,,MUSSELSHELL,0,46.445893,-108.541833,,,,,,,,0,,,4,0,,,,NA
3000055,,,,PARK,0,45.663333,-110.556338,,,,,,,,0,,,4,0,,,,NA
3000056,,,,PARK COUNTY COOP,0,45.654826,-110.55422,,,,,,,,0,,,4,0,,,,NA
3000057,,,,PETROLEUM,0,47.0019,-108.3519,,,,,,,,0,,,4,0,,,,NA
3000058,,,,PHILLIPS,0,48.3572,-107.8784,,,,,,,,0,,,4,0,,,,NA
3000059,,,,PONDERA,0,48.169136,-111.947187,,,,,,,,0,,,4,0,,,,NA
3000060,,,,BIG SKY SE COOP,0,48.172128,-111.948503,,,,,,,,0,,,4,0,,,,NA
3000062,,,,POWDER RIVER,0,45.447,-105.405,,,,,,,,0,,,4,0,,,,NA
3000063,,,,TRI COUNTY COOP,0,45.4469,-105.4049,,,,,,,,0,,,4,0,,,,NA
3000065,,,,GREAT DIVIDE EDUC SERV,0,46.397803,-112.735431,,,,,,,,0,,,4,0,,,,NA
3000066,,,,PRAIRIE,0,46.7918,-105.3086,,,,,,,,0,,,4,0,,,,NA
3000067,,,,RAVALLI,0,46.2451,-114.1616,,,,,,,,0,,,4,0,,,,NA
3000068,,,,BITTERROOT VALLEY COOP,0,46.5063,-114.0853,,,,,,,,0,,,4,0,,,,NA
3000069,,,,RICHLAND,0,47.715756,-104.158623,,,,,,,,0,,,4,0,,,,NA
3000070,,,,ROOSE-VALLEY SP ED COOP,0,48.1391,-104.2252,,,,,,,,0,,,4,0,,,,NA
3000071,,,,ROOSEVELT,0,48.087142,-105.638755,,,,,,,,0,,,4,0,,,,NA
3000072,,,,ROSEBUD,0,46.2687,-106.6803,,,,,,,,0,,,4,0,,,,NA
3000073,,,,SANDERS,0,47.4651,-114.8855,,,,,,,,0,,,4,0,,,,NA
3000074,,,,SANDERS COUNTY ED SERVICESCOOP,0,47.5978,-115.3564,,,,,,,,0,,,4,0,,,,NA
3000075,,,,SHERIDAN,0,48.778027,-104.556728,,,,,,,,0,,,4,0,,,,NA
3000076,,,,SILVER BOW,0,46.014348,-112.538888,,,,,,,,0,,,4,0,,,,NA
3000077,,,,STILLWATER,0,45.64,-109.2476,,,,,,,,0,,,4,0,,,,NA
3000078,,,,STILLWATER/SWT GRASS COOP,0,45.64,-109.2476,,,,,,,,0,,,4,0,,,,NA
3000079,,,,SWEET GRASS,0,45.828,-109.9559,,,,,,,,0,,,4,0,,,,NA
3000080,,,,TETON,0,47.811294,-112.182671,,,,,,,,0,,,4,0,,,,NA
3000081,,,,TOOLE,0,48.504951,-111.858069,,,,,,,,0,,,4,0,,,,NA
3000082,,,,TREASURE,0,46.2921,-107.2311,,,,,,,,0,,,4,0,,,,NA
3000083,,,,VALLEY,0,48.1927,-106.6383,,,,,,,,0,,,4,0,,,,NA
3000084,,,,WHEATLAND,0,46.4375,-109.8398,,,,,,,,0,,,4,0,,,,NA
3000085,,,,WIBAUX,0,46.986,-104.188,,,,,,,,0,,,4,0,,,,NA
3000086,,,,YELLOWSTONE,0,47.855369,-104.0462,,,,,,,,0,,,4,0,,,,NA
3000087,,,,EASTERN YELLOWSTONE COOP,0,45.798283,-108.436849,,,,,,,,0,,,4,0,,,,NA
3000088,,,,YELLOWSTONE/W CARBON COOP,0,45.672557,-108.768542,,,,,,,,0,,,4,0,,,,NA
3000089,,,,COTTONWOOD ELEM,1,46.4196,-104.9632,,,,,,,,1,,,4,0,,,,NA
3000090,,,,NOXON ELEM,2,47.993451,-115.776826,,,,,,,,2,,,4,0,,,,NA
3000091,,,,DEPT OF CORRECTIONS-YOUTH,4,46.58979,-112.013453,,,,,,,,4,,,4,0,,,,NA
3000093,,,,LIBERTY ELEM,1,48.698507,-111.208215,,,,,,,,1,,,4,0,,,,NA
3000094,,,,WEST GLACIER ELEM,1,48.4969,-113.9814,,,,,,,,1,,,4,0,,,,NA
3000095,,,,LAME DEER H S,1,45.62,-106.6695,,,,,,,,1,,,4,0,,,,NA
3000096,,,,NORTH STAR ELEM,2,48.562495,-110.552326,,,,,,,,2,,,4,0,,,,NA
3000097,,,,NORTH STAR HS,1,48.562487,-110.552302,,,,,,,,1,,,4,0,,,,NA
3000098,,,,CHESTER-JOPLIN-INVERNESS EL,4,48.50872,-110.96446,,,,,,,,4,,,4,0,,,,NA
3000100,,,,MONT SCH FOR DEAF BLIND,2,47.505046,-111.239991,,,,,,,,2,,,4,0,,,,NA
3000101,,,,CHESTER-JOPLIN-INVERNESS HS,1,48.50871,-110.9645,,,,,,,,1,,,4,0,,,,NA
3000103,,,,REO INC,0,46.589428,-112.038109,,,,,,,,0,,,4,0,,,,NA
3000104,,,,INTERMTN CHILDRENS HOME,0,46.57854,-112.009041,,,,,,,,0,,,4,0,,,,NA
3000105,,,,YELLOWSTONE BOYS & GIRLS RANCH,0,45.738205,-108.699616,,,,,,,,0,,,4,0,,,,NA
3000106,,,,SHODAIR SPECIALTY HOSP,0,46.5824,-111.9883,,,,,,,,0,,,4,0,,,,NA
3000107,,,,KIDS BEHAVIORAL HEALTH OF MONT,0,45.891372,-112.538607,,,,,,,,0,,,4,0,,,,NA
3000652,,,,MT DEVELOPMENTAL CTR,0,46.234802,-112.123434,,,,,,,,0,,,4,0,,,,NA
3000653,,,,DEPT OF CORRECTIONS-ADULT,0,46.58979,-112.013453,,,,,,,,0,,,4,0,,,,NA
3000654,,,,OPHIR K-12,3,45.23295,-111.250981,,,,,,,,3,,,4,0,,,,NA
3000933,,,,SHIELDS VALLEY H S,1,45.887024,-110.599467,,,,,,,,1,,,4,0,,,,NA
3001710,,,,ABSAROKEE ELEM,2,45.516017,-109.446571,,,,,,,,2,,,4,0,,,,NA
3001740,,,,ABSAROKEE H S,1,45.516017,-109.446571,,,,,,,,1,,,4,0,,,,NA
3001950,,,,ALZADA ELEM,1,45.022625,-104.4141,,,,,,,,1,,,4,0,,,,NA
3002010,,,,ANACONDA ELEM,3,46.127322,-112.953731,,,,,,,,3,,,4,0,,,,NA
3002220,,,,ARLEE ELEM,2,47.1639,-114.08188,,,,,,,,2,,,4,0,,,,NA
3002430,,,,AUGUSTA ELEM,2,47.490988,-112.397395,,,,,,,,2,,,4,0,,,,NA
3002490,,,,AUCHARD CREEK ELEM,1,47.197116,-112.094631,,,,,,,,1,,,4,0,,,,NA
3002550,,,,AVON ELEM,1,46.598518,-112.590722,,,,,,,,1,,,4,0,,,,NA
3002570,,,,AYERS ELEM,1,47.0239,-108.8005,,,,,,,,1,,,4,0,,,,NA
3002820,,,,BASIN ELEM,1,46.2752,-112.2671,,,,,,,,1,,,4,0,,,,NA
3003000,,,,BEAR PAW ELEM,1,48.5828,-109.2384,,,,,,,,1,,,4,0,,,,NA
3003290,,,,BELGRADE ELEM,4,45.78001,-111.174819,,,,,,,,4,,,4,0,,,,NA
3003420,,,,BELT ELEM,3,47.389077,-110.926789,,,,,,,,3,,,4,0,,,,NA
3003480,,,,BENTON LAKE ELEM,1,47.75593,-111.31952,,,,,,,,1,,,4,0,,,,NA
3003600,,,,BIDDLE ELEM,1,45.092211,-105.342511,,,,,,,,1,,,4,0,,,,NA
3003660,,,,SPRING CREEK ELEM,1,45.062919,-106.785913,,,,,,,,1,,,4,0,,,,NA
3003760,,,,BIG SANDY ELEM,2,48.180098,-110.115958,,,,,,,,2,,,4,0,,,,NA
3003840,,,,BIGFORK H S,1,48.064967,-114.077009,,,,,,,,1,,,4,0,,,,NA
3003900,,,,BILLINGS H S,3,45.783658,-108.51082,,,,,,,,3,,,4,0,,,,NA
3003990,,,,BIRNEY ELEM,1,45.296047,-106.492477,,,,,,,,1,,,4,0,,,,NA
3004050,,,,CLEVELAND ELEM,1,48.5828,-109.2308,,,,,,,,1,,,4,0,,,,NA
3004200,,,,BLOOMFIELD ELEM,1,47.412854,-104.926958,,,,,,,,1,,,4,0,,,,NA
3004380,,,,BOULDER ELEM,2,46.236112,-112.121221,,,,,,,,2,,,4,0,,,,NA
3004500,,,,BOX ELDER H S,1,48.317,-110.0089,,,,,,,,1,,,4,0,,,,NA
3004590,,,,BOZEMAN H S,1,45.679243,-111.04267,,,,,,,,1,,,4,0,,,,NA
3004860,,,,POWDER RIVER CO DIST H S,1,45.447154,-105.404539,,,,,,,,1,,,4,0,,,,NA
3004920,,,,BROADVIEW H S,1,46.10242,-108.876507,,,,,,,,1,,,4,0,,,,NA
3005040,,,,BROCKTON H S,1,48.1518,-104.9157,,,,,,,,1,,,4,0,,,,NA
3005130,,,,BRORSON ELEM,1,47.7034,-104.2919,,,,,,,,1,,,4,0,,,,NA
3005190,,,,BROWNING H S,1,48.554921,-113.014138,,,,,,,,1,,,4,0,,,,NA
3005310,,,,BUTTE H S,1,46.013512,-112.539423,,,,,,,,1,,,4,0,,,,NA
3005330,,,,BYNUM ELEM,1,47.9768,-112.3153,,,,,,,,1,,,4,0,,,,NA
3005400,,,,CAMAS PRAIRIE ELEM,0,47.488998,-114.605683,,,,,,,,0,,,4,0,,,,NA
3005460,,,,CANYON CREEK ELEM,2,45.713686,-108.637812,,,,,,,,2,,,4,0,,,,NA
3005550,,,,CARDWELL ELEM,1,45.858313,-111.9521,,,,,,,,1,,,4,0,,,,NA
3005610,,,,CARTER COUNTY H S,1,45.89066,-104.55179,,,,,,,,1,,,4,0,,,,NA
3005760,,,,CARTER ELEM,1,47.782566,-110.958408,,,,,,,,1,,,4,0,,,,NA
3005910,,,,CASCADE H S,1,47.271551,-111.703772,,,,,,,,1,,,4,0,,,,NA
3006030,,,,MCCORMICK ELEM,1,48.6278,-116.0265,,,,,,,,1,,,4,0,,,,NA
3006110,,,,ST IGNATIUS K-12 SCHOOLS,3,47.321,-114.0916,,,,,,,,3,,,4,0,,,,NA
3006112,,,,CHARLO ELEM,2,47.440567,-114.173807,,,,,,,,2,,,4,0,,,,NA
3006270,,,,CHINOOK H S,1,48.5905,-109.2296,,,,,,,,1,,,4,0,,,,NA
3006330,,,,CHOTEAU H S,1,47.812255,-112.188754,,,,,,,,1,,,4,0,,,,NA
3006810,,,,CIRCLE H S,1,47.41651,-105.59209,,,,,,,,1,,,4,0,,,,NA
3007030,,,,COHAGEN ELEM,1,47.05581,-106.614905,,,,,,,,1,,,4,0,,,,NA
3007080,,,,COLSTRIP H S,1,45.883535,-106.628218,,,,,,,,1,,,4,0,,,,NA
3007140,,,,COLUMBIA FALLS H S,1,48.373939,-114.189537,,,,,,,,1,,,4,0,,,,NA
3007200,,,,COLUMBUS H S,1,45.642095,-109.254783,,,,,,,,1,,,4,0,,,,NA
3007320,,,,CONRAD H S,1,48.172128,-111.948503,,,,,,,,1,,,4,0,,,,NA
3007350,,,,COOKE CITY ELEM,1,45.0229,-109.9271,,,,,,,,1,,,4,0,,,,NA
3007500,,,,COTTONWOOD ELEM,1,45.576384,-111.140099,,,,,,,,1,,,4,0,,,,NA
3007710,,,,CRESTON ELEM,1,48.189446,-114.137683,,,,,,,,1,,,4,0,,,,NA
3007830,,,,CULBERTSON ELEM,2,48.147055,-104.516913,,,,,,,,2,,,4,0,,,,NA
3007930,,,,CUSTER COUNTY H S,1,46.408321,-105.840698,,,,,,,,1,,,4,0,,,,NA
3007950,,,,SPRING CREEK ELEM,1,45.655243,-105.264216,,,,,,,,1,,,4,0,,,,NA
3007980,,,,KINSEY ELEM,1,46.57052,-105.656425,,,,,,,,1,,,4,0,,,,NA
3008010,,,,S Y ELEM,1,46.39529,-105.82823,,,,,,,,1,,,4,0,,,,NA
3008040,,,,S H ELEM,1,46.035503,-106.14304,,,,,,,,1,,,4,0,,,,NA
3008190,,,,CUT BANK H S,1,48.633085,-112.330249,,,,,,,,1,,,4,0,,,,NA
3008340,,,,DAWSON H S,1,47.111336,-104.706683,,,,,,,,1,,,4,0,,,,NA
3008400,,,,LINDSAY ELEM,1,47.2218,-105.1556,,,,,,,,1,,,4,0,,,,NA
3008470,,,,DEER CREEK ELEM,1,47.165804,-104.699166,,,,,,,,1,,,4,0,,,,NA
